pattern,length,text
사진제공뒤,154,"사진제공｜KT 위즈 나도현 KT 단장은 “최원준은 1군 경험이 풍부하고, 공수주 능력을 두루 갖춘 외야수다. 센터라인을 강화하기 위해서 영입했다”며 “최원준은 지금보다 더 좋은 성적을 낼 수 있는 선수라고 기대하고 있다. 외야진에 새로운 활력소 역할을 해주기를 바란다”고 말했"
▲뒤,151,▲ 이범호 감독을 보좌할 코치진을 대폭 개편한 KIA는 오키나와 마무리캠프에서 강도 높은 훈련으로 젊은 선수들의 기량을 살찌운다는 계획이다 ⓒ곽혜미 기자 [스포티비뉴스=김태우 기자] 2024년 11월과 2025년 11월 KIA의 분위기가 확연히 다르다. 팀 성적의 차이에
▲뒤,151,"▲ 다소간 모호한 보직에서 벗어나 2026년 타격 파트를 책임지는 김주찬 코치 ⓒKIA타이거즈 일부 유임한 코치들도 있지만 코칭스태프가 상당 부분 개편된 결과물을 볼 수 있다. 지난해 코칭스태프 인선은 통합 우승 직후였다. 이범호 감독에 힘을 실어줄 때였고, 실제 3년 "
▲뒤,151,▲ 오선우는 수비 훈련을 위해 마무리캠프 참가를 자청했다 ⓒKIA타이거즈 지난해 마무리캠프는 사실 분위기가 약간은 어수선한 측면이 있었다. 당시는 통합 우승 직후였다. 대다수 1군 선수들은 광주에서 휴식과 훈련을 병행했다. 여기에 이 감독도 우승 직후 여러 행사나 일정이
▲뒤,45,▲ 가을 마무리캠프에서 강훈련을 예고하고 나선 이범호 KIA 감독 ⓒKIA타이거즈
▲뒤,151,"▲ 역대 최고 우승 배당금을 받게 될 전망인 2025년 한국시리즈 우승팀 LG ⓒ곽혜미 기자 [스포티비뉴스=김태우 기자] 올해 역대 최다 관중 신기록을 쓰며 흥행 가도를 달린 KBO리그는 포스트시즌 모든 경기에도 관중석을 다 채우며 돌풍을 이어 갔다. ""표가 없어서 못 "
▲뒤,151,▲ 포스트시즌 흥행에 따라 통합 우승 팀이 받는 배당금은 나날이 늘어가고 있다 ⓒ곽혜미 기자 규정에 따르면 배당금은 정규시즌 우승 팀 LG가 20%(약 17억6000만 원)을 먼저 당긴다. 정규시즌 우승 팀에게 주어지는 특권이다. 남은 80%(약 70억4000만 원)을 
▲뒤,151,"▲ LG는 징검다리 통합 우승을 기록하며 왕조 구축의 기틀을 놨다 ⓒ곽혜미 기자 1위 LG와 2위 한화 선수들이 받는 보너스 격차는 더 커진다. 보통 우승을 하면 모그룹에서 보너스가 나온다. 우승 배당금과 모그룹 보너스를 합쳐 전체 파이가 결정되고, 이를 고과 순으로 배"
▲뒤,43,▲ 정규시즌과 한국시리즈 모두에서 아쉽게 LG를 넘지 못한 한화 ⓒ곽혜미 기자
▲뒤,151,"▲ KIA는 지난해 통합 우승 전력을 거의 유지시키며 내년에도 우승을 향해 달려보겠다는 각오다 ⓒKIA타이거즈 [스포티비뉴스=김태우 기자] 지난해 통합 우승을 차지했던 팀이지만, 1년 만에 정규시즌 8위까지 떨어지는 굴욕을 맛본 KIA의 내년 목표는 명확하다. 명예 회복"
▲뒤,151,"▲ 일각에서는 리빌딩 필요성도 제기되고 있지만, KIA는 인위적인 리빌딩보다는 성적에 우선을 둔 시즌 운영을 구상하고 있다 ⓒKIA타이거즈 한편으로는 젊은 선수들의 군 문제도 무시할 수 없다. 현재 KIA 1군 엔트리의 주축을 이루고 있는 젊은 선수 중 군 문제를 해결한"
▲뒤,151,▲ 정해영을 비롯한 마운드의 젊은 선수들 상당수가 미필인 가운데 KIA는 내년 아시안게임도 신경을 써야 한다 ⓒKIA타이거즈 KIA에서 2명 정도가 병역 혜택을 받는다고 해도 나머지 선수들은 순차적으로 병역을 이행해야 한다. 전력 공백이 생길 수밖에 없다. 설상가상으로 
▲뒤,34,▲ 2026년 우승을 목표로 다시 뛰는 KIA ⓒKIA타이거즈
▲뒤,151,"▲ 포스트시즌 일정에서 부하가 컸던 문동주는 뚜렷한 체력 저하 양상을 보여줬다 ⓒ곽혜미 기자 [스포티비뉴스=김태우 기자] 10월 31일 대전한화생명볼파크에서 열린 LG와 한화의 한국시리즈 5차전 당시, 많은 야구 팬들은 1회부터 충격적인 장면을 지켜봐야 했다. 바로 한화"
▲뒤,151,▲ 문동주의 패스트볼 구속은 포스트시즌 경기를 거치며 급격하게 낮아졌다 ⓒ곽혜미 기자 삼성과 플레이오프 1차전 당시 문동주의 패스트볼 최고 구속은 시속 161.6㎞를 찍었다. 올해 KBO리그에서 가장 빠른 구속이었다. 불펜에서 나와 2이닝을 던지며 전력 투구를 한 문동주
▲뒤,151,▲ 충분한 휴식 없이 대표팀 일정에 참가해야 하는 문동주 ⓒ곽혜미 기자 부상은 아니지만 지친 몸과 마음을 이끌고 다시 일어서야 하는 문동주다. 11월 K-베이스볼 시리즈에 참가할 국가대표팀 명단에 포함됐기 때문이다. 내년 월드베이스볼클래식(WBC)에서 명예 회복을 노리는
▲뒤,38,▲ 대표팀의 차세대 에이스로 기대를 모으고 있는 문동주 ⓒ곽혜미 기자
▲뒤,151,▲삼성 라이온즈 박병호  ⓒ곽혜미 기자 ▲ 박병호 ⓒ곽혜미 기자 [스포티비뉴스=신원철 기자] '국민 거포' 박병호(전 삼성 라이온즈)가 에이전시를 통해 팬들에게 작별 인사를 건넸다. 앞으로 지도자로 제2의 커리어를 보내겠다는 계획 또한 밝혔다. 박병호는 3일 팀 동료 임
▲뒤,151,"▲ 박병호 ⓒ 스포티비뉴스 DB 은퇴를 결심한 박병호는 3일 밤 에이전시인 리코스포츠에이전시를 통해 팬들에게 작별인사를 전했다. 다음은 박병호 작별인사 전문이다. ""안녕하세요, 박병호입니다. 2005년, LG 트윈스의 지명을 받으며 어린 시절부터 꿈꾸던 프로야구 선수의 "
▲뒤,151,"▲ 현역 은퇴 후 곧바로 코치로 히어로즈 유니폼을 입게 된 박병호. ⓒ 키움 히어로즈 유튜브 ▲ 박병호 코치 선임 ⓒ키움 히어로즈 [스포티비뉴스=신원철 기자] ""히어로즈라서 다시 돌아올 수 있었다."" 그 어떤 말보다 진심이 느껴지는 한 마디 아닐까. 박병호가 현역 은퇴를"
▲뒤,151,"▲ 박병호 ⓒ 곽혜미 기자 박병호는 4일 곧바로 히어로즈에 합류했다. 아직 유니폼이 어울릴 것 같은 얼굴을 하고 선수들과 만나 ""잔류군 코치를 맡게 된 박병호입니다. 신인 선수들 입단 축하하고 더 성장할 수 있도록 도와주고 노력할 테니까 잘 따라와주기 바란다""고 인사했다"
▲뒤,17,▲ 박병호 ⓒ 스포티비뉴스 DB
▲뒤,151,▲ 임창민 ⓒ삼성 라이온즈 [스포티비뉴스=최원영 기자] 아름다운 여정에 마침표를 찍는다. 삼성 라이온즈 베테랑 투수 임창민은 최근 구단에 은퇴 의사를 밝혔다. 삼성은 지난 3일 임창민의 은퇴 소식을 공식 발표했다. 임창민은 아내의 소셜네트워크서비스(SNS) 계정을 통해 
▲뒤,151,"▲ 임창민 ⓒ삼성 라이온즈 해당 글을 게시하며 임창민의 아내도 속마음을 내비쳤다. 그는 ""올려달라고 보내준 마무리 글이 생각보다 무뚝뚝한 것이 오히려 마음을 찌른다. 어쩌면 그를 가장 가까이에서 오래 지켜본 사람으로서 은퇴를 축하하며 살포시 글을 써본다""고 운을 띄웠다."
▲뒤,151,"▲ 강민호 임창민 ⓒ곽혜미 기자 그는 ""그렇게 애쓰며 살아온 20년 혹은 30년. 예전에 야구 인생의 꿈이 뭐냐고 물었을 때 '은퇴식을 할 수 있는 선수'라고 했던 기억이 난다. 오래 몸담았던 팀을 떠나며 그 꿈은 현실적으로 멀어졌지만 이 나이까지 이렇게 치열하게 살아온"
▲뒤,151,"▲임창민 ⓒ삼성 라이온즈 임창민은 2009년 히어로즈 유니폼을 입고 프로에 데뷔했다. 2013년 NC 다이노스로 트레이드된 후 2021년까지 몸담았다. 이후 방출 통보를 받았다. 2022년 두산 베어스 소속으로 뛴 그는 다시 방출을 겪었고, 2023년 키움에서 선수 생활"
▲뒤,151,"▲ 박종태 한화 이글스 대표(왼쪽)가 채은성 주장에 김승연 회장의 선물을 전하는 모습 한화그룹은 김승연 회장이 프로야구 한화 이글스의 2025 신한 SOL뱅크 KBO 한국시리즈 준우승을 축하하며 선수단과 코치, 스태프 등 총 60명에게 한화의 상징색인 '오렌지색' 휴대전"
▲뒤,151,"▲역대 FA 계약총액 톱10(비FA 다년계약 제외)/한국시리즈 우승경력 1위 최정(SSG)-302억원(2015년 86억원+2019년 106억원+2025년 110억원)-2018년 SK, 2022년 SSG 2위 양의지(두산)-277억원(2019년 125억원+2023년 152"
▲뒤,151,"▲ 허벅지 부상으로 결국 마무리캠프에 합류하지 못해 코칭스태프의 한숨을 자아낸 윤도현 ⓒKIA타이거즈 [스포티비뉴스=오키나와(일본), 김태우 기자] 지난 4일부터 시작된 팀의 오키나와 마무리캠프를 지휘하고 있는 이범호 KIA 감독은 한 선수에 대한 질문이 나오자 멋쩍은 "
▲뒤,151,"▲ 이범호 감독은 마무리캠프를 통해 윤도현의 기량을 더 업그레이드시킨다는 계획이었지만, 부상으로 이 계획은 무산됐다 ⓒKIA타이거즈 2022년 오른손 중수골 골절, 2023년은 두 차례의 햄스트링 부상으로 이탈했다. 2024년 시즌을 앞두고 오키나와 캠프 연습 경기에서 "
▲뒤,151,"▲ 윤도현은 입단 이후 잦은 부상으로 자신의 재능을 발휘하지 못하고 있다 ⓒKIA타이거즈 특히 윤도현은 유격수·3루수·2루수를 모두 볼 수 있는 자원으로 한꺼풀만 벗겨내면 대박도 기대할 수 있는 자원이었다. 현재까지 1군 통산 47경기에서 타율 0.294, 7홈런, 25"
▲뒤,48,▲ 내년에는 반드시 건강하게 KIA 야수진에 보탬이 되어야 하는 윤도현 ⓒKIA타이거즈
▲뒤,151,"▲ KIA는 곧 열릴 FA 시장에서 주전 유격수 박찬호 잔류에 총력을 기울일 전망이다 ⓒ곽혜미 기자 [스포티비뉴스=오키나와(일본), 김태우 기자] KIA는 4일부터 일본 오키나와에서 젊은 선수들 위주의 명단을 꾸려 마무리캠프를 진행하고 있다. 예고대로 강도 높은 훈련이 "
▲뒤,151,▲ 박찬호의 거취에 따라 구단의 오프시즌이 상당히 달라질 수 있는 만큼 빠르게 결론을 내는 게 중요할 전망이다 ⓒKIA타이거즈 이범호 KIA 감독도 외부 FA 영입보다는 내부 FA 단속에 총력을 기울여 달라고 부탁한 상황이다. 감독이라면 전력 보강을 원하는 게 당연하지만
▲뒤,151,▲ KIA는 네일의 잔류 여부에 따라 내년 외국인 투수 구성 전략이 달라질 수 있다 ⓒKIA 타이거즈 외국인 선수 쪽에서도 어려움이 있는 건 마찬가지다. 팀 에이스인 제임스 네일의 재계약 전선이 장기화될 것일 유력하기 때문이다. 현재 네일은 메이저리그 일부 구단들의 관심
▲뒤,56,▲ 이범호 감독을 비롯한 현장은 오프시즌 전력 구상이 되도록 빨리 끝나길 바라고 있다 ⓒKIA타이거즈
▲뒤,151,"▲ KIA가 매년 스프링캠프와 마무리캠프에서 쓰고 있는 킨 구장은 타 팀의 부러움을 받을 만한 여건을 두루 갖췄다 ⓒKIA타이거즈 [스포티비뉴스=오키나와(일본), 김태우 기자] KBO리그에서 구하기 어려운 것은 꼭 좋은 선수만은 아니다. 좋은 지도자를 확보하는 것도 요즘"
▲뒤,151,▲ 킨 구장은 근래 들어 큰 규모의 실내 훈련장을 완공하며 마지막 약점을 지워냈다는 평가를 받는다 ⓒKIA타이거즈 그런 측면에서 KIA는 캠프 여건이 가장 좋은 팀 중 하나로 뽑힌다. KIA는 매년 2차 스프링캠프를 일본 오키나와현 킨 구장에 차린다. 킨 구장은 일본프로
▲뒤,151,▲ 킨 구장의 불펜 피칭은 날씨에 구애받지 않고 최대 4명까지 동시에 진행이 가능하다 ⓒ김태우 기자 KIA와 킨 구장의 인연은 단순히 스프링캠프로 끝나지 않는다. 마무리캠프 또한 꾸준히 킨 구장에서 진행하고 있다. 마무리캠프는 젊고 어린 선수들의 기량 향상이 주목적인 만
▲뒤,64,▲ 투수 및 야수들이 수비 훈련과 컨디셔닝을 동시에 진행할 수 있을 정도로 큰 규모를 갖춘 보조 구장 ⓒ김태우 기자
▲뒤,151,"▲ KBO가 체코와 평가전을 앞두고 리셉션을 개최했다. 왼쪽부터 마르틴 무지크, 파벨 차딤 감독, 이반 얀차렉 주한 체코 대사, KBO 허구연 총재, 류지현 감독, 주장 박해민. ⓒ KBO [스포티비뉴스=신원철 기자] 체코와 평가전을 하루 앞두고, KBO가 'K 베이스볼"
▲뒤,151,"▲ 팀의 큰 기대를 모았으나 불의의 부상으로 캠프를 조기 이탈한 김세일 ⓒKIA타이거즈 [스포티비뉴스=오키나와(일본), 김태우 기자] 이범호 KIA 감독은 지난 4일부터 일본 오키나와에서 진행 중인 마무리캠프에서 어린 선수들의 잠재력과 발전 가능성, 그리고 그 과정을 눈"
▲뒤,151,"▲ 김세일은 좌완으로 150km 이상을 던질 수 있는 강력한 구위를 자랑하는 선수지만, 이번 마무리캠프 때 그 잠재력을 1군 코칭스태프에 각인시키지 못했다 ⓒKIA타이거즈 귀국 전에 맹장염이 터진 수준까지 간 것은 아니었다. 하지만 수술 위험성이 있었고, 일본보다는 한국"
▲뒤,151,▲ 이범호 감독은 김세일의 투구 내용과 잠재력에 큰 기대를 걸었지만 정작 캠프에서는 확인하기 어려워졌다 ⓒKIA타이거즈 김세일은 용마고를 졸업하고 2023년 신인드래프트에서 KIA의 4라운드(전체 32순위) 지명을 받았다. 비록 아직 1군 경력은 없지만 구단이 올해 트레
▲뒤,45,▲ KIA 좌완 중 가장 빠른 공을 던지는 선수 중 하나인 김세일 ⓒKIA타이거즈
▲뒤,151,"▲ 이재원 ⓒ최원영 기자 [스포티비뉴스=고척, 최원영 기자] 아쉽지만 열심히 뛰어보려 한다. 한국 야구대표팀 이재원(상무)은 8일 서울 고척스카이돔에서 열린 2025 NAVER K-BASEBALL SERIES 1차전 체코와의 홈경기에 교체 출전했다. 2타수 1안타 1타점"
▲뒤,151,▲ 이재원 ⓒ곽혜미 기자 한국은 1회말과 2회말 각각 1득점씩 올려 2-0으로 앞선 뒤 빈타에 시달리며 추가점을 내지 못했다. 8회말 이재원의 귀중한 타점으로 3-0 점수를 벌리는 데 성공했다. 무사히 승리를 장식했다. 경기 후 만난 이재원은 첫 타석을 돌아봤다. 그는 
▲뒤,151,"▲ 상무 이재원 ⓒ곽혜미 기자 이재원은 대표팀 소집을 앞두고 LG 트윈스 외야수 문성주와 삼성 라이온즈 외야수 구자욱이 부상으로 이탈해 지난 1일 대체 발탁됐다. 고대하던 대표팀 경기를 치른 소감을 물었다. 이재원은 ""생각보다 많이 긴장됐다. 내겐 너무 좋은 경험이자 기"
▲뒤,151,"▲LG 트윈스 시절 이재원 이재원은 ""너무 감사하다. 감독님께서 그렇게 말씀하신 것을 후회하시지 않도록 내가 잘하는 게 첫 번째다""고 목소리를 높였다. 상무 입대 전과 비교해 발전한 점이 있을까. 이재원은 ""마인드가 많이 바뀌었다. 예전엔 멘털 면에서 흔들렸는데 이제는 "
▲뒤,151,"▲ 체코 대표팀 파벨 차딤 감독. [스포티비뉴스=고척돔, 신원철 기자] ""한국, KBO, 그리고 이런 대단한 분위기에서 경기할 수 있게 해주신 팬들께 감사합니다."" 체코는 8일 고척스카이돔에서 열린 'K 베이스볼 시리즈' 한국과 평가전 첫 경기에서 0-3으로 졌다. 타선"
▲뒤,151,▲조금 더 활발한 공격력이 나왔으면 하는 바람이 있었는데 그런 부분들이 아쉽기는 한 경기다. 그러나 젊은 불펜 투수들의 국제대회 경쟁력을 확인할 수 있는 경기였다. -초반에는 타구질이 괜찮았는데. ▲경기 감각이 떨어져 있는 것 같긴 하다. 길게 게임 안한 선수들은 한 달
괄호기자,12,(MHN 금윤호 기자)
괄호기자,19,"(엑스포츠뉴스 고양, 김유민 기자)"
괄호기자,15,(엑스포츠뉴스 김근한 기자)
괄호기자,15,(엑스포츠뉴스 조은혜 기자)
괄호기자,15,(엑스포츠뉴스 김유민 기자)
괄호기자,16,(사진=더게이트 박승민 기자)
괄호기자,16,(사진=더게이트 박승민 기자)
괄호기자,16,(사진=더게이트 박승민 기자)
괄호기자,16,(사진=더게이트 박승민 기자)
괄호기자,15,(엑스포츠뉴스 김유민 기자)
괄호기자,19,"(엑스포츠뉴스 고척, 조은혜 기자)"
괄호기자,19,"(엑스포츠뉴스 고척, 조은혜 기자)"
괄호기자,16,(사진=더게이트 배지헌 기자)
괄호기자,16,(사진=더게이트 배지헌 기자)
괄호기자,19,"(엑스포츠뉴스 고척, 김근한 기자)"
괄호기자,19,"(엑스포츠뉴스 고척, 김근한 기자)"
괄호기자,16,(사진=더게이트 박승민 기자)
괄호기자,15,(엑스포츠뉴스 조은혜 기자)
괄호기자,19,"(엑스포츠뉴스 고척, 김근한 기자)"
괄호기자,12,(MHN 금윤호 기자)
괄호기자,19,"(엑스포츠뉴스 고척, 김근한 기자)"
괄호기자,19,"(엑스포츠뉴스 고척, 조은혜 기자)"
괄호기자,19,"(엑스포츠뉴스 고척, 조은혜 기자)"
괄호기자,16,(사진=더게이트 배지헌 기자)
괄호기자,19,"(엑스포츠뉴스 고척, 김근한 기자)"
괄호기자,19,"(엑스포츠뉴스 고척, 김근한 기자)"
괄호기자,19,"(엑스포츠뉴스 고척, 김지수 기자)"
괄호기자,15,(엑스포츠뉴스 유준상 기자)
괄호기자,17,(글: 민상현 / 김정학 기자)
괄호기자,15,(엑스포츠뉴스 유준상 기자)
괄호기자,15,(엑스포츠뉴스 유준상 기자)
괄호기자,15,(엑스포츠뉴스 김근한 기자)
괄호기자,21,"(엑스포츠뉴스 김포공항, 유준상 기자)"
괄호기자,15,(엑스포츠뉴스 김지수 기자)
괄호기자,21,"(엑스포츠뉴스 김포공항, 유준상 기자)"
괄호기자,19,"(엑스포츠뉴스 도쿄, 김근한 기자)"
괄호기자,15,(엑스포츠뉴스 조은혜 기자)
괄호기자,19,"(엑스포츠뉴스 도쿄, 김근한 기자)"
괄호기자,17,(글: 민상현 / 김정학 기자)
괄호기자,16,(사진=더게이트 배지헌 기자)
괄호기자,19,"(엑스포츠뉴스 도쿄, 김근한 기자)"
괄호기자,12,(MHN 금윤호 기자)
괄호기자,15,(엑스포츠뉴스 김유민 기자)
괄호기자,15,(엑스포츠뉴스 유준상 기자)
괄호기자,16,(사진=더게이트 배지헌 기자)
괄호기자,16,(사진=더게이트 배지헌 기자)
괄호기자,16,(사진=더게이트 배지헌 기자)
괄호기자,12,(MHN 금윤호 기자)
괄호기자,15,(엑스포츠뉴스 김근한 기자)
괄호기자,15,(엑스포츠뉴스 김지수 기자)
게티뒤,57,"게티이미지코리아, 뉴시스, 삼성 라이온즈 제공 취재문의 sportal@sportalkorea.co.kr"
게티뒤,105,게티이미지코리아 류지현 야구대표팀 감독이 2026 월드베이스볼클래식(WBC) 한국 대표팀에 합류할 한국계 선수들을 두루 살피고 있다. 류 감독은 지난 9월 미국 방문길에서 미국 메이저리그에
게티뒤,105,게티이미지코리아 [마이데일리 = 고양 김진성 기자] “굉장히 적극적인 선수.” 내년 3월 월드베이스볼클래식에 태극마크를 달 수 있는 한국계 외국인선수 중 가장 적극적인 선수는 외야수 저마이
게티뒤,105,"게티이미지코리아 존스는 오른손 외야수다. 2015년 2라운드 70순위로 LA 에인절스에 입단했다. 2021년 볼티모어 오리올스, 2023년 밀워키 브루어스, 2024년 뉴욕 양키스를 거쳐 "
게티뒤,84,"게티이미지코리아 존스가 한국야구의 가려운 곳을 긁어줄 수 있을까. 돌발 변수만 없다면, 준비만 잘해서 대표팀에 합류한다면 충분히 기대해볼 만한 선수다."
게티뒤,33,게티이미지코리아 애틀랜타 브레이브스 김하성./게티이미지코리아
게티뒤,40,게티이미지코리아 취재문의 sportal@sportalkorea.co.kr
게티뒤,73,"게티이미지코리아 김영우는 ""최선을 다할 것이다. 이기는 데 제가 조금이나마 일조할 수 있도록 최선을 다할 것""이라고 힘주어 말했다."
게티뒤,105,게티이미지코리아 9연패를 끊기 위해 류지현 호가 출항한다. 한국은 오는 15-16일 일본 도쿄돔에서 일본과 평가전 2경기를 치른다. 14일 같은 곳에서 열린 공식 기자회견에서 류지현 감독은
게티뒤,105,게티이미지코리아 젠 파월 심판./게티이미지코리아 [마이데일리 = 도쿄(일본) 김경현 기자] 메이저리그 심판의 수준이 이것밖에 되지 않는가. 젠 파월 심판이 도마 위에 올랐다. 파월 심판은 
게티뒤,105,게티이미지코리아 '여성 최초'라는 명성은 한일전서 물거품이 됐다. 5회 선두타자 문현빈이 투수 방향으로 날카로운 타구를 날렸다. 공은 마운드에 맞은 뒤 크게 튀었다. 문현빈은 1루를 밟았고
게티뒤,105,게티이미지코리아 류지현 감독./도쿄(일본)=김경현 기자 [마이데일리 = 김포공항 김경현 기자] 심판이 이렇게 중요하다. 일본과의 평가전에서 심판의 부정적인 영향력이 적나라하게 드러났다. 한
게티뒤,105,게티이미지코리아 젠 파월 심판./게티이미지코리아 하지만 파월 심판의 판정은 아쉬웠다. 1차전 5회초 마운드를 맞고 튄 문현빈 의 타구를 아웃으로 처리했다. 투수의 발을 맞고 튄 것으로 봤다
게티뒤,105,"게티이미지코리아 LA 다저스 야마모토 요시노부와 윌 스미스./게티이미지코리아 [마이데일리 = 김경현 기자] ""우리는 그 결정을 존중할 것이다"" 데이브 로버츠 LA 다저스 감독이 일본 선수들"
게티뒤,105,게티이미지코리아 야마모토 요시노부(좌)와 오타니 쇼헤이(우)./게티이미지코리아 LA 다저스 야마모토 요시노부./게티이미지코리아 오타니와 야마모토는 다저스의 연속 우승을 이끌었다. 오타니는 
게티뒤,105,"게티이미지코리아 지난 14일 로버츠 감독은 ""WBC는 선수들에게도, 각국에 매우 중요한 대회다. 출전 여부는 선수가 결정하는 것이다. 선수가 출전을 선택한다면 존중해줄 것""이라면서도 ""개인"
게티뒤,105,"게티이미지코리아 [마이데일리 = 김진성 기자] 이정후 (27, 샌프란시스코 자이언츠 )를 넘는다고 하지 않았나요. 아시아 타자 기준, 메이저리그 수출 계약 최대규모는 이정후가 보유한 6년 "
게티뒤,105,"게티이미지코리아 무라카미의 포스팅은 지난 8일부터 시작됐다. 미일 포스팅시스템은 한미 포스팅시스템처럼 30일이 아닌 45일이다. 무라카미가 메이저리그 구단과 급하지 않게, 충분히 협상할 수"
게티뒤,105,게티이미지코리아 MLB.com은 무라카미를 두고 “일본 최고의 파워 히터 중 하나인 무라카미는 2022년 일본 태생 선수의 단일 시즌 최다 홈런 기록인 56개를 보유했다. 수비력과 눈에 띄
게티뒤,40,게티이미지코리아 취재문의 sportal@sportalkorea.co.kr
게티뒤,105,게티이미지코리아 [마이데일리 = 고척 김경현 기자] 김혜성 (LA 다저스)과 고우석 이 오랜만에 한국 팬들 앞에 모습을 드러냈다. 김혜성과 고우석은 30일 고척 스카이돔에서 열린 '더 제너
게티뒤,105,게티이미지코리아 고우석은 사고(?)를 쳤다. 고우석은 5회 3루 대수비로 경기에 투입됐다. 이후 2루로 자리를 옮겼다. 팀이 0-9로 뒤진 2사 만루에서 안현민이 2루수 방면 뜬공을 쳤다.
게티뒤,8,게티이미지코리아
게티뒤,105,게티이미지코리아 디트로이트 타이거즈 시절의 맷 매닝./게티이미지코리아 빅리그에서 50경기를 뛰며 11승 15패 평균자책점 4.43을 기록했다. 50경기 모두 선발로 출전했다. 2021년 메
게티뒤,105,"게티이미지코리아 디트로이트 타이거즈 시절의 맷 매닝./게티이미지코리아 야구 이적 소식을 전하는 '메이저리그 트레이드 루머스(MLBTR)'는 ""비교적 젊은 나이와 과거 유망주로서의 높은 평가"
게티뒤,105,"게티이미지코리아 한편 삼성은 매닝 영입으로 외국인 선수 구성을 마무리했다. 투수 아리엘 후라도 와 170만 달러, 타자 르윈 디아즈 와 160만 달러에 재계약을 맺었다. 또한 아시아쿼터로 "
게티뒤,105,게티이미지코리아 9일 오후 서울 구로구 고척스카이돔에서 진행된 '2025 NAVER K-BASEBALL SERIES' 대한민국-체코와의 평가전 경기. 대한민국 문현빈이 6회초 2사 만루에서
게티뒤,45,"게티이미지코리아, 뉴시스 취재문의 sportal@sportalkorea.co.kr"
게티뒤,67,"게티이미지코리아, 드류 버하겐 SNS 캡처, SSG 랜더스 제공 취재문의 sportal@sportalkorea.co.kr"
게티뒤,105,"게티이미지코리아 다저스 스카우트도 송성문에 대한 관심을 보였다. 최근 김혜성은 ""스카우트가 시즌 말쯤 (송성문에 대해) 한 번 물어봤다. 당연히 너무 좋은 선수라고 말을 했다""고 했다. 김"
게티뒤,105,"게티이미지코리아 만약 계약이 된다면 송성문도 한국인 선수와 함께 뛰고 싶다고 했다. 그는 ""크게 차이가 안 난다면 같은 팀 동료였던 선수가 있는 팀에서 하는 게 좋다. 경쟁력 있는 모습을 "
게티뒤,35,게티이미지코리아 내년 롯데 외국인 선수들은 어떤 활약을 펼칠까.
게티뒤,105,게티이미지코리아 [마이데일리 = 김진성 기자] 오타니 쇼헤이 와 야마모토 요시노부 가 월드베이스볼클래식(이하 WBC)에 나간다. 한국은 얼마나 준비된 상태일까. LA 다저스가 12일(이하 
게티뒤,105,게티이미지코리아 데이브 로버츠 감독은 일찌감치 슈퍼스타 오타니의 WBC 참가를 반대했다. 나가더라도 투수로 마운드에 오르는 일만큼은 없으면 좋겠다고 했다. 오타니는 자신의 SNS를 통해 내
게티뒤,71,"게티이미지코리아 김도영 , 안현민 , 송성문 , 노시환 , 김주원 등이 오타니나 야마모토에게 통렬한 한 방을 터트릴 수 있을까."
게티뒤,56,"게티이미지코리아, 카나쿠보 유토 SNS 캡처 취재문의 sportal@sportalkorea.co.kr"
게티뒤,35,게티이미지코리아 제휴문의 ad@sportalkorea.co.kr
게티뒤,105,게티이미지코리아 어떻게 보면 리스크가 큰 선택. 때문에 카스트로를 외야로 보낼 가능성도 있지만 분명한 건 이 선수가 외야보다 내야 경험이 조금 더 많다는 점이다. 내년 아마미오시마 스프링캠
게티뒤,105,"게티이미지코리아 [마이데일리 = 김진성 기자] 박찬호 리스크의 이중 보호인가. KIA 타이거즈 는 24일 2026시즌 새 외국인선수 4인방을 확정, 발표했다. 일찌감치 재계약한 에이스 제임"
게티뒤,105,"게티이미지코리아 지난 울산 가을교육리그에 나왔고, KIA의 일본 오키나와 마무리캠프에서 테스트를 받고 이범호 감독의 호평을 이끌어냈다는 얘기까지 나왔다. KIA는 일찌감치 데일과의 계약에 "
게티뒤,46,"게티이미지코리아, 한화 이글스 제공 제휴문의 ad@sportalkorea.co.kr"
게티뒤,105,"게티이미지코리아 헤럴드 카스트로/KIA 타이거즈 [마이데일리 = 이정원 기자] ""KIA가 능력을 높게 평가한다."" 해럴드 카스트로는 KIA 타이거즈 타선의 중심이 될 수 있을까. KIA는 "
게티뒤,105,"게티이미지코리아 메이저리그트레이드루머스(MLBTR)는 25일(한국시각) 카스트로의 KIA 이적 소식을 전했다. MLBTR는 ""카스트로는 디트로이트 소속으로 5시즌 동안 351경기를 나섰다."
게티뒤,105,"게티이미지코리아 KIA는 ""카스트로는 정교한 타격 능력을 보유한 중장거리형 타자이며, 내외야 전 수비 포지션을 소화할 수 있는 자원""이라며 ""﻿카스트로는 우수한 콘택트 능력을 보유하고 있으"
게티뒤,105,"게티이미지 고민은 결국 장타다. 올해 팀 내 홈런 1·2위가 모두 빠져나갔다. 위즈덤이 35홈런, 최형우가 24홈런을 때렸는데 둘 다 팀을 떠났다. 팀 홈런 144개 중 3분의 1 이상이 "
게티뒤,56,"게티이미지코리아, 두산 베어스, KIA 타이거즈 제공 제휴문의 ad@sportalkorea.co.kr"
게티뒤,46,"게티이미지코리아, 한화 이글스 제공 제휴문의 ad@sportalkorea.co.kr"
